	index	score	token	sentence	model	dimension	pos_tag	rsv	word
2	2	0.015952905640006065	20766	1	5	marroquíes	AQ	8	geniales
3	3	0.015467748045921326	3988	1	5	marroquíes	AQ	7	buenos
4	4	0.014680002816021442	2274	1	5	marroquíes	NC	6	amigos
5	5	0.012364041991531849	18890	1	5	marroquíes	AQ	5	increíbles
6	6	0.011988568119704723	10674	1	5	marroquíes	AQ	4	famosos
7	7	0.010838156566023827	20244	1	5	marroquíes	AQ	3	maravillosos
8	8	0.010719265788793564	12441	1	5	marroquíes	AQ	2	espectaculares
9	9	0.010179428383708	9876	1	5	marroquíes	AQ	1	felices
0	0	0.06352498382329941	2274	2	5	marroquíes	NC	10	amigos
1	1	0.060499709099531174	34851	2	5	marroquíes	AQ	9	afortunados
2	2	0.03083575703203678	18618	2	5	marroquíes	AQ	8	locos
3	3	0.028456417843699455	3497	2	5	marroquíes	PI	7	pocos
4	4	0.020746953785419464	3988	2	5	marroquíes	AQ	6	buenos
5	5	0.015919154509902	42100	2	5	marroquíes	AQ	5	guapos
6	6	0.015792107209563255	37637	2	5	marroquíes	AQ	4	privilegiados
7	7	0.013959672302007675	8450	2	5	marroquíes	PI	3	cuantos
8	8	0.012246331200003624	35316	2	5	marroquíes	AQ	2	apasionados
9	9	0.012052941136062145	14207	2	5	marroquíes	AQ	1	únicos
0	0	0.02408658154308796	7743	3	5	marroquíes	AQ	10	extranjeros
1	1	0.022708380594849586	17178	3	5	marroquíes	AQ	9	musulmanes
2	2	0.01974649354815483	10091	3	5	marroquíes	NC	8	inmigrantes
3	3	0.014560054056346416	33511	3	5	marroquíes	AQ	7	bienvenidos
4	4	0.014139690436422825	18441	3	5	marroquíes	AQ	6	judíos
5	5	0.013207032345235348	7964	3	5	marroquíes	AQ	5	españoles
6	6	0.01236498448997736	20803	3	5	marroquíes	VMP	4	asesinados
7	7	0.011397851631045341	32034	3	5	marroquíes	AQ	3	desplazados
8	8	0.011261818930506706	22524	3	5	marroquíes	AQ	2	inocentes
9	9	0.010205302387475967	3144	3	5	marroquíes	AQ	1	humanos
0	0	0.02923545427620411	33511	4	5	marroquíes	AQ	10	bienvenidos
1	1	0.01505782175809145	7743	4	5	marroquíes	AQ	9	extranjeros
2	2	0.012476969510316849	9616	4	5	marroquíes	AQ	8	cristianos
3	3	0.011851119808852673	17178	4	5	marroquíes	AQ	7	musulmanes
4	4	0.011539178900420666	3831	4	5	marroquíes	NC	6	ciudadanos
5	5	0.010911933146417141	7964	4	5	marroquíes	AQ	5	españoles
6	6	0.009398228488862514	3144	4	5	marroquíes	AQ	4	humanos
7	7	0.009140009991824627	22524	4	5	marroquíes	AQ	3	inocentes
8	8	0.00899328850209713	9540	4	5	marroquíes	AQ	2	independientes
9	9	0.008599488064646721	20803	4	5	marroquíes	VMP	1	asesinados
0	0	0.05772816389799118	33511	5	5	marroquíes	AQ	10	bienvenidos
1	1	0.023867115378379822	8992	5	5	marroquíes	AQ	9	excelentes
2	2	0.022523049265146255	7743	5	5	marroquíes	AQ	8	extranjeros
3	3	0.01943262480199337	1292	5	5	marroquíes	PI	7	muchos
4	4	0.018887916579842567	18890	5	5	marroquíes	AQ	6	increíbles
5	5	0.017431240528821945	7268	5	5	marroquíes	AQ	5	numerosos
6	6	0.017347441986203194	15110	5	5	marroquíes	AQ	4	impresionantes
7	7	0.01646704599261284	23136	5	5	marroquíes	AQ	3	curiosos
8	8	0.013422858901321888	12441	5	5	marroquíes	AQ	2	espectaculares
9	9	0.012775304727256298	3497	5	5	marroquíes	PI	1	pocos
0	0	0.030994180589914322	33511	6	5	marroquíes	AQ	10	bienvenidos
1	1	0.029887737706303596	7964	6	5	marroquíes	AQ	9	españoles
2	2	0.02088507078588009	7743	6	5	marroquíes	AQ	8	extranjeros
3	3	0.01495322771370411	2762	6	5	marroquíes	AQ	7	gratis
4	4	0.014467686414718628	5357	6	5	marroquíes	AQ	6	necesarios
5	5	0.012789245694875717	3144	6	5	marroquíes	AQ	5	humanos
6	6	0.012707982212305069	17178	6	5	marroquíes	AQ	4	musulmanes
7	7	0.010404218919575214	9199	6	5	marroquíes	AQ	3	iguales
8	8	0.010394709184765816	9616	6	5	marroquíes	AQ	2	cristianos
9	9	0.007852468639612198	10674	6	5	marroquíes	AQ	1	famosos
0	0	0.04057005047798157	5149	7	5	marroquíes	AQ	10	pequeños
1	1	0.04003824293613434	10674	7	5	marroquíes	AQ	9	famosos
2	2	0.030945295467972755	12577	7	5	marroquíes	AQ	8	queridos
3	3	0.030724454671144485	6270	7	5	marroquíes	AQ	7	populares
4	4	0.027270866557955742	2634	7	5	marroquíes	AQ	6	importantes
5	5	0.025524184107780457	7423	7	5	marroquíes	AQ	5	conocidos
6	6	0.024786923080682755	43175	7	5	marroquíes	AQ	4	buscados
7	7	0.022813038900494576	11535	7	5	marroquíes	AQ	3	cercanos
8	8	0.022559840232133865	11953	7	5	marroquíes	AQ	2	destacados
9	9	0.021368741989135742	42100	7	5	marroquíes	AQ	1	guapos
0	0	0.10247335582971573	15367	8	5	marroquíes	AQ	10	vulnerables
1	1	0.03825204074382782	8084	8	5	marroquíes	AQ	9	afectados
2	2	0.035804614424705505	43175	8	5	marroquíes	AQ	8	buscados
3	3	0.03184200078248978	5149	8	5	marroquíes	AQ	7	pequeños
4	4	0.030102787539362907	7777	8	5	marroquíes	AQ	6	pobres
5	5	0.029483603313565254	6270	8	5	marroquíes	AQ	5	populares
6	6	0.02897699363529682	7423	8	5	marroquíes	AQ	4	conocidos
7	7	0.027497991919517517	10674	8	5	marroquíes	AQ	3	famosos
8	8	0.025913894176483154	2634	8	5	marroquíes	AQ	2	importantes
9	9	0.024909837171435356	15898	8	5	marroquíes	AQ	1	poderosos
0	0	0.05734622851014137	15367	9	5	marroquíes	AQ	10	vulnerables
1	1	0.03356533870100975	2634	9	5	marroquíes	AQ	9	importantes
2	2	0.029212873429059982	6270	9	5	marroquíes	AQ	8	populares
3	3	0.029000025242567062	15898	9	5	marroquíes	AQ	7	poderosos
4	4	0.028221270069479942	43175	9	5	marroquíes	AQ	6	buscados
5	5	0.027171311900019646	8084	9	5	marroquíes	AQ	5	afectados
6	6	0.026144355535507202	11535	9	5	marroquíes	AQ	4	cercanos
7	7	0.023444298654794693	11953	9	5	marroquíes	AQ	3	destacados
8	8	0.02261246368288994	5149	9	5	marroquíes	AQ	2	pequeños
9	9	0.02142964117228985	45736	9	5	marroquíes	AQ	1	desfavorecidos
0	0	0.049788497388362885	2634	10	5	marroquíes	AQ	10	importantes
1	1	0.04616282507777214	11953	10	5	marroquíes	AQ	9	destacados
2	2	0.03586664795875549	43175	10	5	marroquíes	AQ	8	buscados
3	3	0.03509907051920891	7423	10	5	marroquíes	AQ	7	conocidos
4	4	0.03444758057594299	10674	10	5	marroquíes	AQ	6	famosos
5	5	0.031521525233983994	6270	10	5	marroquíes	AQ	5	populares
6	6	0.03127196058630943	35795	10	5	marroquíes	AQ	4	visitados
7	7	0.02827124111354351	11535	10	5	marroquíes	AQ	3	cercanos
8	8	0.024434680119156837	18533	10	5	marroquíes	AQ	2	caros
9	9	0.021020986139774323	12608	10	5	marroquíes	AQ	1	atractivos
0	0	0.11137977987527847	22606	11	5	marroquíes	AQ	10	amables
1	1	0.10593295842409134	3988	11	5	marroquíes	AQ	9	buenos
2	2	0.026815379038453102	6702	11	5	marroquíes	AQ	8	interesantes
3	3	0.02615433745086193	6270	11	5	marroquíes	AQ	7	populares
4	4	0.022521134465932846	3497	11	5	marroquíes	PI	6	pocos
5	5	0.020316870883107185	5149	11	5	marroquíes	AQ	5	pequeños
6	6	0.017162660136818886	23136	11	5	marroquíes	AQ	4	curiosos
7	7	0.016764352098107338	2634	11	5	marroquíes	AQ	3	importantes
8	8	0.015666592866182327	11535	11	5	marroquíes	AQ	2	cercanos
9	9	0.014355209656059742	7423	11	5	marroquíes	AQ	1	conocidos
0	0	0.18810613453388214	3497	12	5	marroquíes	PI	10	pocos
1	1	0.03711667284369469	8450	12	5	marroquíes	PI	9	cuantos
2	2	0.027969133108854294	3988	12	5	marroquíes	AQ	8	buenos
3	3	0.024265291169285774	37637	12	5	marroquíes	AQ	7	privilegiados
4	4	0.02262009121477604	18618	12	5	marroquíes	AQ	6	locos
5	5	0.012755706906318665	3144	12	5	marroquíes	AQ	5	humanos
6	6	0.012380598112940788	14207	12	5	marroquíes	AQ	4	únicos
7	7	0.011182463727891445	34851	12	5	marroquíes	AQ	3	afortunados
8	8	0.008844294585287571	20244	12	5	marroquíes	AQ	2	maravillosos
9	9	0.008445121347904205	2274	12	5	marroquíes	NC	1	amigos
0	0	0.029801154509186745	2634	0	5	argelinos	AQ	10	importantes
1	1	0.022501077502965927	8992	0	5	argelinos	AQ	9	excelentes
2	2	0.01958123780786991	3144	0	5	argelinos	AQ	8	humanos
3	3	0.01733318157494068	15110	0	5	argelinos	AQ	7	impresionantes
4	4	0.015935687348246574	16659	0	5	argelinos	AQ	6	peligrosos
5	5	0.014518854208290577	3988	0	5	argelinos	AQ	5	buenos
6	6	0.01365299616008997	5357	0	5	argelinos	AQ	4	necesarios
7	7	0.011380773968994617	7016	0	5	argelinos	AQ	3	fundamentales
8	8	0.010511361993849277	12441	0	5	argelinos	AQ	2	espectaculares
9	9	0.0103304423391819	4039	0	5	argelinos	AQ	1	naturales
0	0	0.04184345155954361	33511	1	5	argelinos	AQ	10	bienvenidos
1	1	0.02816355787217617	8992	1	5	argelinos	AQ	9	excelentes
2	2	0.027277642861008644	20766	1	5	argelinos	AQ	8	geniales
3	3	0.02201666496694088	3988	1	5	argelinos	AQ	7	buenos
4	4	0.01817254349589348	20244	1	5	argelinos	AQ	6	maravillosos
5	5	0.0150309382006526	12441	1	5	argelinos	AQ	5	espectaculares
6	6	0.01413561962544918	15110	1	5	argelinos	AQ	4	impresionantes
7	7	0.013891247101128101	2634	1	5	argelinos	AQ	3	importantes
8	8	0.012821135111153126	14202	1	5	argelinos	AQ	2	hermosos
9	9	0.011966327205300331	16885	1	5	argelinos	AQ	1	perfectos
0	0	0.04138421267271042	2274	2	5	argelinos	NC	10	amigos
1	1	0.040856070816516876	34851	2	5	argelinos	AQ	9	afortunados
2	2	0.03712102398276329	18618	2	5	argelinos	AQ	8	locos
3	3	0.02955884486436844	3497	2	5	argelinos	PI	7	pocos
4	4	0.02684885449707508	3988	2	5	argelinos	AQ	6	buenos
5	5	0.0166203361004591	7332	2	5	argelinos	NC	5	ejemplos
6	6	0.014945105649530888	8450	2	5	argelinos	PI	4	cuantos
7	7	0.01470909733325243	42100	2	5	argelinos	AQ	3	guapos
8	8	0.014478014782071114	37637	2	5	argelinos	NC	2	privilegiados
9	9	0.014216356910765171	20244	2	5	argelinos	AQ	1	maravillosos
0	0	0.023360785096883774	3144	3	5	argelinos	AQ	10	humanos
1	1	0.02011428214609623	17178	3	5	argelinos	AQ	9	musulmanes
2	2	0.014561368152499199	7743	3	5	argelinos	AQ	8	extranjeros
3	3	0.013997522182762623	9616	3	5	argelinos	AQ	7	cristianos
4	4	0.013821127824485302	22524	3	5	argelinos	AQ	6	inocentes
5	5	0.0118217458948493	10091	3	5	argelinos	NC	5	inmigrantes
6	6	0.01167403906583786	7777	3	5	argelinos	AQ	4	pobres
7	7	0.011020645499229431	33511	3	5	argelinos	AQ	3	bienvenidos
8	8	0.010214723646640778	15137	3	5	argelinos	AQ	2	ilegales
9	9	0.009027469903230667	316	3	5	argelinos	DA	1	los
0	0	0.022302525117993355	33511	4	5	argelinos	AQ	10	bienvenidos
1	1	0.015841681510210037	3144	4	5	argelinos	AQ	9	humanos
2	2	0.014591884799301624	3831	4	5	argelinos	NC	8	ciudadanos
3	3	0.013134782202541828	9616	4	5	argelinos	AQ	7	cristianos
4	4	0.010539337992668152	316	4	5	argelinos	DA	6	los
5	5	0.010262963362038136	9540	4	5	argelinos	AQ	5	independientes
6	6	0.009691143408417702	13760	4	5	argelinos	AQ	4	verdaderos
7	7	0.009426387958228588	2634	4	5	argelinos	AQ	3	importantes
8	8	0.009285015985369682	5357	4	5	argelinos	AQ	2	necesarios
9	9	0.009171969257295132	23651	4	5	argelinos	AQ	1	corruptos
0	0	0.04830421507358551	33511	5	5	argelinos	AQ	10	bienvenidos
1	1	0.03975265100598335	8992	5	5	argelinos	AQ	9	excelentes
2	2	0.02636088617146015	15110	5	5	argelinos	AQ	8	impresionantes
3	3	0.02140793949365616	2634	5	5	argelinos	AQ	7	importantes
4	4	0.020293250679969788	1292	5	5	argelinos	PI	6	muchos
5	5	0.018692685291171074	7268	5	5	argelinos	AQ	5	numerosos
6	6	0.018220512196421623	12441	5	5	argelinos	AQ	4	espectaculares
7	7	0.01819884032011032	23136	5	5	argelinos	AQ	3	curiosos
8	8	0.015718301758170128	3497	5	5	argelinos	PI	2	pocos
9	9	0.013936391100287437	13918	5	5	argelinos	AQ	1	escasos
0	0	0.05662963166832924	5357	6	5	argelinos	AQ	10	necesarios
1	1	0.026317698881030083	9199	6	5	argelinos	AQ	9	iguales
2	2	0.023675192147493362	3144	6	5	argelinos	AQ	8	humanos
3	3	0.018767578527331352	3988	6	5	argelinos	AQ	7	buenos
4	4	0.015870854258537292	2634	6	5	argelinos	AQ	6	importantes
5	5	0.015783807262778282	8992	6	5	argelinos	AQ	5	excelentes
6	6	0.015382296405732632	16659	6	5	argelinos	AQ	4	peligrosos
7	7	0.01204298622906208	33511	6	5	argelinos	AQ	3	bienvenidos
8	8	0.010658510960638523	34155	6	5	argelinos	AQ	2	obligatorios
9	9	0.01035646628588438	27597	6	5	argelinos	AQ	1	correctos
0	0	0.06184476986527443	5149	7	5	argelinos	AQ	10	pequeños
1	1	0.03829284757375717	2634	7	5	argelinos	AQ	9	importantes
2	2	0.027765488252043724	6270	7	5	argelinos	AQ	8	populares
3	3	0.027130166068673134	10674	7	5	argelinos	AQ	7	famosos
4	4	0.024506181478500366	12577	7	5	argelinos	AQ	6	queridos
5	5	0.02051684819161892	7423	7	5	argelinos	AQ	5	conocidos
6	6	0.019723767414689064	43175	7	5	argelinos	AQ	4	buscados
7	7	0.01917298324406147	11953	7	5	argelinos	AQ	3	destacados
8	8	0.016492212191224098	15898	7	5	argelinos	AQ	2	poderosos
9	9	0.016263894736766815	11535	7	5	argelinos	AQ	1	cercanos
0	0	0.11236680299043655	15367	8	5	argelinos	AQ	10	vulnerables
1	1	0.04509861022233963	7777	8	5	argelinos	AQ	9	pobres
2	2	0.03852749243378639	8084	8	5	argelinos	AQ	8	afectados
3	3	0.034875836223363876	15898	8	5	argelinos	AQ	7	poderosos
4	4	0.033737923949956894	5149	8	5	argelinos	AQ	6	pequeños
5	5	0.028683977201581	2634	8	5	argelinos	AQ	5	importantes
6	6	0.026105603203177452	43175	8	5	argelinos	AQ	4	buscados
7	7	0.02603832073509693	6270	8	5	argelinos	AQ	3	populares
8	8	0.023411335423588753	16659	8	5	argelinos	AQ	2	peligrosos
9	9	0.021273838356137276	45736	8	5	argelinos	VMP	1	desfavorecidos
0	0	0.05884356051683426	15367	9	5	argelinos	AQ	10	vulnerables
1	1	0.04402654618024826	15898	9	5	argelinos	AQ	9	poderosos
2	2	0.042453695088624954	2634	9	5	argelinos	AQ	8	importantes
3	3	0.02620212361216545	7777	9	5	argelinos	AQ	7	pobres
4	4	0.025325926020741463	8084	9	5	argelinos	AQ	6	afectados
5	5	0.025313997641205788	5149	9	5	argelinos	AQ	5	pequeños
6	6	0.024521248415112495	6270	9	5	argelinos	AQ	4	populares
7	7	0.020219413563609123	45736	9	5	argelinos	VMP	3	desfavorecidos
8	8	0.019876955077052116	11535	9	5	argelinos	AQ	2	cercanos
9	9	0.01946173794567585	43175	9	5	argelinos	AQ	1	buscados
0	0	0.06243051961064339	2634	10	5	argelinos	AQ	10	importantes
1	1	0.04254554584622383	11953	10	5	argelinos	AQ	9	destacados
2	2	0.03405402973294258	6270	10	5	argelinos	AQ	8	populares
3	3	0.030766133219003677	43175	10	5	argelinos	AQ	7	buscados
4	4	0.03072069026529789	10674	10	5	argelinos	AQ	6	famosos
5	5	0.026730870828032494	35795	10	5	argelinos	AQ	5	visitados
6	6	0.025957714766263962	7423	10	5	argelinos	AQ	4	conocidos
7	7	0.025688251480460167	15367	10	5	argelinos	AQ	3	vulnerables
8	8	0.024875573813915253	11535	10	5	argelinos	AQ	2	cercanos
9	9	0.021254390478134155	18533	10	5	argelinos	AQ	1	caros
0	0	0.09077320247888565	3988	11	5	argelinos	AQ	10	buenos
1	1	0.03827532008290291	2634	11	5	argelinos	AQ	9	importantes
2	2	0.02761135809123516	18533	11	5	argelinos	AQ	8	caros
3	3	0.025063248351216316	22606	11	5	argelinos	AQ	7	amables
4	4	0.02373461239039898	5798	11	5	argelinos	AQ	6	comunes
5	5	0.022924350574612617	6702	11	5	argelinos	AQ	5	interesantes
6	6	0.019902514293789864	5655	11	5	argelinos	AQ	4	fuertes
7	7	0.019818343222141266	17934	11	5	argelinos	AQ	3	resistentes
8	8	0.019743621349334717	22299	11	5	argelinos	AQ	2	parecidos
9	9	0.01920299232006073	14742	11	5	argelinos	AQ	1	sensibles
0	0	0.15028995275497437	3497	12	5	argelinos	PI	10	pocos
1	1	0.05184315890073776	3988	12	5	argelinos	AQ	9	buenos
2	2	0.025613121688365936	8450	12	5	argelinos	PI	8	cuantos
3	3	0.022694068029522896	18618	12	5	argelinos	AQ	7	locos
4	4	0.016154872253537178	8992	12	5	argelinos	AQ	6	excelentes
5	5	0.016077255830168724	8700	12	5	argelinos	AQ	5	malos
6	6	0.012837578542530537	3144	12	5	argelinos	AQ	4	humanos
7	7	0.012637573294341564	37637	12	5	argelinos	NC	3	privilegiados
8	8	0.011961603537201881	7332	12	5	argelinos	NC	2	ejemplos
9	9	0.011867113411426544	20244	12	5	argelinos	AQ	1	maravillosos
0	0	0.01592511124908924	3144	0	5	sudafricanos	AQ	10	humanos
1	1	0.014831879176199436	2634	0	5	sudafricanos	AQ	9	importantes
2	2	0.014741135761141777	3988	0	5	sudafricanos	AQ	8	buenos
3	3	0.012815738096833229	10674	0	5	sudafricanos	AQ	7	famosos
4	4	0.012400656007230282	8992	0	5	sudafricanos	AQ	6	excelentes
5	5	0.01132362149655819	1292	0	5	sudafricanos	PI	5	muchos
6	6	0.01027250848710537	3497	0	5	sudafricanos	PI	4	pocos
7	7	0.0086370799690485	14005	0	5	sudafricanos	AQ	3	alemanes
8	8	0.008018224500119686	33511	0	5	sudafricanos	AQ	2	bienvenidos
9	9	0.007849487476050854	20766	0	5	sudafricanos	AQ	1	geniales
0	0	0.03554496541619301	33511	1	5	sudafricanos	AQ	10	bienvenidos
1	1	0.026777885854244232	8992	1	5	sudafricanos	AQ	9	excelentes
2	2	0.021542852744460106	20766	1	5	sudafricanos	AQ	8	geniales
3	3	0.021052105352282524	3988	1	5	sudafricanos	AQ	7	buenos
4	4	0.01641528122127056	2274	1	5	sudafricanos	NC	6	amigos
5	5	0.013650886714458466	2634	1	5	sudafricanos	AQ	5	importantes
6	6	0.013003835454583168	10674	1	5	sudafricanos	AQ	4	famosos
7	7	0.012210416607558727	20244	1	5	sudafricanos	AQ	3	maravillosos
8	8	0.011134454049170017	1292	1	5	sudafricanos	PI	2	muchos
9	9	0.010681158863008022	9876	1	5	sudafricanos	AQ	1	felices
0	0	0.0653260201215744	34851	2	5	sudafricanos	AQ	10	afortunados
1	1	0.055894479155540466	2274	2	5	sudafricanos	NC	9	amigos
2	2	0.03838685527443886	18618	2	5	sudafricanos	AQ	8	locos
3	3	0.03561822324991226	3497	2	5	sudafricanos	PI	7	pocos
4	4	0.021988077089190483	3988	2	5	sudafricanos	AQ	6	buenos
5	5	0.020126638934016228	42100	2	5	sudafricanos	AQ	5	guapos
6	6	0.01683095656335354	37637	2	5	sudafricanos	AQ	4	privilegiados
7	7	0.015418579801917076	8450	2	5	sudafricanos	PI	3	cuantos
8	8	0.012745070271193981	35316	2	5	sudafricanos	AQ	2	apasionados
9	9	0.011223536916077137	9876	2	5	sudafricanos	AQ	1	felices
0	0	0.02116861566901207	7743	3	5	sudafricanos	AQ	10	extranjeros
1	1	0.02047698013484478	17178	3	5	sudafricanos	AQ	9	musulmanes
2	2	0.018878351897001266	3144	3	5	sudafricanos	AQ	8	humanos
3	3	0.013585122302174568	10091	3	5	sudafricanos	NC	7	inmigrantes
4	4	0.012388378381729126	22524	3	5	sudafricanos	AQ	6	inocentes
5	5	0.010816450230777264	14005	3	5	sudafricanos	AQ	5	alemanes
6	6	0.010592461563646793	20803	3	5	sudafricanos	AQ	4	asesinados
7	7	0.008868362754583359	33511	3	5	sudafricanos	AQ	3	bienvenidos
8	8	0.008365657180547714	316	3	5	sudafricanos	DA	2	los
9	9	0.008035458624362946	9058	3	5	sudafricanos	AQ	1	mexicanos
0	0	0.017557812854647636	33511	4	5	sudafricanos	AQ	10	bienvenidos
1	1	0.01450768206268549	3144	4	5	sudafricanos	AQ	9	humanos
2	2	0.010978400707244873	7743	4	5	sudafricanos	AQ	8	extranjeros
3	3	0.010472547262907028	316	4	5	sudafricanos	DA	7	los
4	4	0.010458524338901043	9540	4	5	sudafricanos	AQ	6	independientes
5	5	0.010123273357748985	2634	4	5	sudafricanos	AQ	5	importantes
6	6	0.00916880089789629	22524	4	5	sudafricanos	AQ	4	inocentes
7	7	0.00883113220334053	2274	4	5	sudafricanos	AQ	3	amigos
8	8	0.008808959275484085	8992	4	5	sudafricanos	AQ	2	excelentes
9	9	0.008534769527614117	3988	4	5	sudafricanos	AQ	1	buenos
0	0	0.03559885546565056	8992	5	5	sudafricanos	AQ	10	excelentes
1	1	0.033018361777067184	33511	5	5	sudafricanos	AQ	9	bienvenidos
2	2	0.021737435832619667	1292	5	5	sudafricanos	PI	8	muchos
3	3	0.021365659311413765	7743	5	5	sudafricanos	AQ	7	extranjeros
4	4	0.017954185605049133	2634	5	5	sudafricanos	AQ	6	importantes
5	5	0.017878493294119835	15110	5	5	sudafricanos	AQ	5	impresionantes
6	6	0.016885388642549515	3497	5	5	sudafricanos	PI	4	pocos
7	7	0.01668316125869751	7268	5	5	sudafricanos	AQ	3	numerosos
8	8	0.01645483449101448	23136	5	5	sudafricanos	AQ	2	curiosos
9	9	0.014051524922251701	12441	5	5	sudafricanos	AQ	1	espectaculares
0	0	0.02170390449464321	3988	6	5	sudafricanos	AQ	10	buenos
1	1	0.018665771931409836	33511	6	5	sudafricanos	AQ	9	bienvenidos
2	2	0.01767517812550068	3144	6	5	sudafricanos	AQ	8	humanos
3	3	0.013247039169073105	9199	6	5	sudafricanos	AQ	7	iguales
4	4	0.013227144256234169	2634	6	5	sudafricanos	AQ	6	importantes
5	5	0.011932555586099625	8992	6	5	sudafricanos	AQ	5	excelentes
6	6	0.0118514783680439	10674	6	5	sudafricanos	AQ	4	famosos
7	7	0.011047645471990108	5357	6	5	sudafricanos	AQ	3	necesarios
8	8	0.009695086628198624	7743	6	5	sudafricanos	AQ	2	extranjeros
9	9	0.007897143252193928	7423	6	5	sudafricanos	AQ	1	conocidos
0	0	0.040383756160736084	10674	7	5	sudafricanos	AQ	10	famosos
1	1	0.03795034438371658	5149	7	5	sudafricanos	AQ	9	pequeños
2	2	0.03176738694310188	11953	7	5	sudafricanos	AQ	8	destacados
3	3	0.031304631382226944	2634	7	5	sudafricanos	AQ	7	importantes
4	4	0.0269358828663826	12577	7	5	sudafricanos	AQ	6	queridos
5	5	0.02659248560667038	26429	7	5	sudafricanos	AQ	5	influyentes
6	6	0.026073960587382317	42100	7	5	sudafricanos	AQ	4	guapos
7	7	0.025104250758886337	7423	7	5	sudafricanos	AQ	3	conocidos
8	8	0.02279561571776867	43175	7	5	sudafricanos	AQ	2	buscados
9	9	0.022141095250844955	6270	7	5	sudafricanos	AQ	1	populares
0	0	0.06412965804338455	15367	8	5	sudafricanos	AQ	10	vulnerables
1	1	0.03886771947145462	15898	8	5	sudafricanos	AQ	9	poderosos
2	2	0.03641432523727417	43175	8	5	sudafricanos	AQ	8	buscados
3	3	0.03262525051832199	10674	8	5	sudafricanos	AQ	7	famosos
4	4	0.0299723818898201	5149	8	5	sudafricanos	AQ	6	pequeños
5	5	0.029308633878827095	7423	8	5	sudafricanos	AQ	5	conocidos
6	6	0.02887505665421486	2634	8	5	sudafricanos	AQ	4	importantes
7	7	0.028088165447115898	7777	8	5	sudafricanos	AQ	3	pobres
8	8	0.025682007893919945	6270	8	5	sudafricanos	AQ	2	populares
9	9	0.024987561628222466	8084	8	5	sudafricanos	AQ	1	afectados
0	0	0.04231787100434303	15898	9	5	sudafricanos	AQ	10	poderosos
1	1	0.04000184312462807	2634	9	5	sudafricanos	AQ	9	importantes
2	2	0.032069940119981766	11953	9	5	sudafricanos	AQ	8	destacados
3	3	0.03025948815047741	15367	9	5	sudafricanos	AQ	7	vulnerables
4	4	0.02798614837229252	43175	9	5	sudafricanos	AQ	6	buscados
5	5	0.025135423988103867	6270	9	5	sudafricanos	AQ	5	populares
6	6	0.024105558171868324	26429	9	5	sudafricanos	AQ	4	influyentes
7	7	0.022322803735733032	10674	9	5	sudafricanos	AQ	3	famosos
8	8	0.022032666951417923	11535	9	5	sudafricanos	AQ	2	cercanos
9	9	0.021378491073846817	5149	9	5	sudafricanos	AQ	1	pequeños
0	0	0.05720159783959389	11953	10	5	sudafricanos	AQ	10	destacados
1	1	0.05390536040067673	2634	10	5	sudafricanos	AQ	9	importantes
2	2	0.03981545940041542	10674	10	5	sudafricanos	AQ	8	famosos
3	3	0.03802116960287094	43175	10	5	sudafricanos	AQ	7	buscados
4	4	0.0352395698428154	7423	10	5	sudafricanos	AQ	6	conocidos
5	5	0.026616159826517105	6270	10	5	sudafricanos	AQ	5	populares
6	6	0.024519160389900208	18533	10	5	sudafricanos	AQ	4	caros
7	7	0.023180825635790825	11535	10	5	sudafricanos	AQ	3	cercanos
8	8	0.020293977111577988	35795	10	5	sudafricanos	AQ	2	visitados
9	9	0.017486829310655594	19598	10	5	sudafricanos	AQ	1	vendidos
0	0	0.14875352382659912	3988	11	5	sudafricanos	AQ	10	buenos
1	1	0.044799648225307465	22606	11	5	sudafricanos	AQ	9	amables
2	2	0.032246414572000504	6702	11	5	sudafricanos	AQ	8	interesantes
3	3	0.029096193611621857	2634	11	5	sudafricanos	AQ	7	importantes
4	4	0.027005372568964958	3497	11	5	sudafricanos	PI	6	pocos
5	5	0.01902313344180584	6270	11	5	sudafricanos	AQ	5	populares
6	6	0.01761029288172722	10674	11	5	sudafricanos	AQ	4	famosos
7	7	0.017362983897328377	22299	11	5	sudafricanos	AQ	3	parecidos
8	8	0.01729542389512062	7423	11	5	sudafricanos	AQ	2	conocidos
9	9	0.015069620683789253	15898	11	5	sudafricanos	AQ	1	poderosos
0	0	0.22417397797107697	3497	12	5	sudafricanos	PI	10	pocos
1	1	0.037940818816423416	8450	12	5	sudafricanos	PI	9	cuantos
2	2	0.03493979200720787	3988	12	5	sudafricanos	AQ	8	buenos
3	3	0.027499563992023468	18618	12	5	sudafricanos	AQ	7	locos
4	4	0.02148343063890934	37637	12	5	sudafricanos	NC	6	privilegiados
5	5	0.0128698218613863	34851	12	5	sudafricanos	AQ	5	afortunados
6	6	0.011747365817427635	3144	12	5	sudafricanos	AQ	4	humanos
7	7	0.011020557023584843	8700	12	5	sudafricanos	AQ	3	malos
8	8	0.010680695995688438	8992	12	5	sudafricanos	AQ	2	excelentes
9	9	0.010420411825180054	46359	12	5	sudafricanos	NC	1	idiotas
0	0	0.026505326852202415	3988	0	5	chinos	AQ	10	buenos
1	1	0.022136041894555092	14352	0	5	chinos	NC	9	chinos
2	2	0.014302452094852924	18533	0	5	chinos	AQ	8	caros
3	3	0.01400015875697136	3144	0	5	chinos	AQ	7	humanos
